sample,collection,genus,species,IS1,IS110,IS1182,IS1380,IS1595,IS1634,IS200/IS605,IS21,IS256,IS3,IS30,IS4,IS481,IS5,IS6,IS607,IS630,IS66,IS701,IS91,IS982,ISAS1,ISKRA4,ISL3,ISNCY,new
ERX4636223,ncbi_nanopore,Enterococcus,faecalis,0,1,0,0,0,0,2,3,2,7,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
GCF_023375525.1,ncbi_complete,Enterococcus,faecalis,0,0,0,4,0,0,2,3,1,2,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0
SRX17962581,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,5,3,0,2,32,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
SRX22035482,ncbi_nanopore,Enterococcus,faecalis,0,0,0,1,0,0,1,4,21,0,9,0,0,0,7,1,0,0,0,0,0,0,0,2,0,0
SRX15663061,ncbi_nanopore,Enterococcus,faecalis,0,1,1,0,0,0,1,4,2,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
ERX4636169,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX20348152,ncbi_nanopore,Enterococcus,faecalis,0,0,2,1,0,0,2,0,1,4,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0
ERX4635289,ncbi_nanopore,Enterococcus,faecalis,0,1,0,0,1,0,5,5,4,6,13,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0
ERX3966830,ncbi_nanopore,Enterococcus,faecalis,0,0,2,4,0,0,2,3,1,4,0,0,0,0,11,0,0,0,0,0,0,0,0,1,1,0
GCF_040436435.1,ncbi_complete,Enterococcus,faecalis,0,0,2,0,0,0,3,3,1,12,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0
SRX20348139,ncbi_nanopore,Enterococcus,faecalis,0,2,0,2,0,0,1,3,4,5,4,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0
ERX4636156,ncbi_nanopore,Enterococcus,faecalis,0,1,0,0,0,0,1,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ERX4639561,ncbi_nanopore,Enterococcus,faecalis,0,1,0,0,0,0,4,3,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GCF_036272135.1,ncbi_complete,Enterococcus,faecalis,0,0,0,0,0,0,2,4,1,4,1,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0
ERX4635807,ncbi_nanopore,Enterococcus,faecalis,0,0,1,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX20348141,ncbi_nanopore,Enterococcus,faecalis,0,2,0,0,0,0,1,2,6,6,4,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0
ERX4636149,ncbi_nanopore,Enterococcus,faecalis,0,1,2,0,0,0,2,2,12,6,2,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0
ERX4639562,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,2,3,4,4,9,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0
SRX7087607,ncbi_nanopore,Enterococcus,faecalis,0,1,0,0,0,0,1,2,6,4,11,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
GCF_906464835.1,ncbi_complete,Enterococcus,faecalis,0,0,0,0,0,0,1,3,1,9,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0
SRX9805389,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,2,3,1,0,7,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0
ERX4635321,ncbi_nanopore,Enterococcus,faecalis,0,1,2,0,0,0,3,2,1,9,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SRX10335971,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,1,2,5,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
GCF_030020235.1,ncbi_complete,Enterococcus,faecalis,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX10335949,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,1,4,3,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
ERX12019323,ncbi_nanopore,Enterococcus,faecalis,0,1,0,0,0,0,1,3,5,4,13,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0
SRX10578984,ncbi_nanopore,Enterococcus,faecalis,0,1,1,0,0,0,2,3,13,7,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
GCF_028621735.1,ncbi_complete,Enterococcus,faecalis,0,3,1,0,0,0,2,3,6,12,5,0,0,0,13,0,0,0,0,0,2,0,0,2,0,0
GCF_023299525.1,ncbi_complete,Enterococcus,faecalis,0,0,0,0,0,0,1,3,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
GCF_029866805.1,ncbi_complete,Enterococcus,faecalis,0,0,2,1,0,0,2,3,1,5,4,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0
SRX10336029,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,2,4,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ERX4635339,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,1,2,6,14,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
GCF_025958865.1,ncbi_complete,Enterococcus,faecalis,0,0,0,0,0,0,2,3,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ERX4635271,ncbi_nanopore,Enterococcus,faecalis,0,15,0,0,0,0,1,3,18,6,16,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1
GCA_028131945.1,ncbi_complete,Enterococcus,faecalis,0,6,0,0,0,0,1,3,9,10,21,0,0,0,3,0,0,0,0,1,0,0,0,3,0,0
ERX4636195,ncbi_nanopore,Enterococcus,faecalis,0,0,2,3,0,0,2,2,1,3,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0
GCF_028335505.1,ncbi_complete,Enterococcus,faecalis,0,0,0,0,0,0,1,3,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ERX7344897,ncbi_nanopore,Enterococcus,faecalis,0,2,0,3,0,0,1,1,4,6,4,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0
ERX4636139,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,1,3,6,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
SRX20348164,ncbi_nanopore,Enterococcus,faecalis,0,2,0,4,0,0,1,1,4,5,4,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0
GCF_030517565.1,ncbi_complete,Enterococcus,faecalis,0,2,0,2,0,0,1,3,4,5,4,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0
GCF_036281655.1,ncbi_complete,Enterococcus,faecalis,0,0,2,1,0,0,2,3,1,3,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0
ERX4635270,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX20348140,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_030020455.1,ncbi_complete,Enterococcus,faecalis,0,0,2,1,0,0,2,3,1,3,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0
ERX4636248,ncbi_nanopore,Enterococcus,faecalis,0,1,0,1,0,0,1,5,12,7,6,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2
ERX4635301,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,2,3,2,8,16,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2
SRX20348170,ncbi_nanopore,Enterococcus,faecalis,0,0,2,0,0,0,3,1,2,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
ERX4639605,ncbi_nanopore,Enterococcus,faecalis,0,0,2,0,0,0,2,3,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERX4635838,ncbi_nanopore,Enterococcus,faecalis,0,2,1,0,0,0,2,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
GCF_036352235.1,ncbi_complete,Enterococcus,faecalis,0,2,0,0,0,0,6,3,8,6,12,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0
GCF_023300165.1,ncbi_complete,Enterococcus,faecalis,0,1,1,0,0,0,1,3,2,7,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
SRX9805347,ncbi_nanopore,Enterococcus,faecalis,0,0,3,0,0,0,4,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ERX4635787,ncbi_nanopore,Enterococcus,faecalis,0,1,0,0,0,0,2,4,15,5,3,0,0,0,2,0,0,0,0,0,1,0,0,1,0,2
GCF_011193375.1,ncbi_complete,Enterococcus,faecalis,0,0,0,0,0,0,1,5,2,2,1,0,0,0,16,0,0,0,0,0,1,0,0,3,0,0
GCF_006494855.1,ncbi_complete,Enterococcus,faecalis,0,1,2,0,0,0,2,3,15,4,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
SRX9805438,ncbi_nanopore,Enterococcus,faecalis,0,0,8,0,0,0,6,3,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX15663066,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,1,4,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
SRX20348147,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,2,1,0,2,17,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
SRX7087605,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX20348159,ncbi_nanopore,Enterococcus,faecalis,0,1,0,0,0,0,2,2,2,6,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
SRX23428968,ncbi_nanopore,Enterococcus,faecalis,0,2,0,0,0,0,6,3,8,7,12,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0
ERX4635811,ncbi_nanopore,Enterococcus,faecalis,0,0,3,0,0,0,5,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SRX15663059,ncbi_nanopore,Enterococcus,faecalis,0,1,1,0,0,0,1,3,1,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
ERX4635272,ncbi_nanopore,Enterococcus,faecalis,0,1,0,0,0,0,5,3,3,10,37,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0
ERX4636165,ncbi_nanopore,Enterococcus,faecalis,0,18,0,0,0,0,1,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_033814055.1,ncbi_complete,Enterococcus,faecalis,0,0,2,0,0,0,2,4,1,12,12,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0
GCF_906464895.1,ncbi_complete,Enterococcus,faecalis,0,0,0,1,0,0,1,4,21,3,7,0,0,0,7,1,0,0,0,0,0,0,0,1,0,0
SRX9805467,ncbi_nanopore,Enterococcus,faecalis,0,0,0,3,0,0,1,3,3,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
ERX4635802,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX22035471,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,1,3,4,3,10,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0
ERX4636247,ncbi_nanopore,Enterococcus,faecalis,0,0,2,0,0,0,3,5,1,7,1,0,0,0,3,0,0,0,0,0,6,0,0,2,0,0
GCF_023299605.1,ncbi_complete,Enterococcus,faecalis,0,0,0,0,0,0,1,3,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
GCF_030376825.1,ncbi_complete,Enterococcus,faecalis,0,0,0,0,0,0,2,4,3,7,16,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0
SRX11179338,ncbi_nanopore,Enterococcus,faecalis,0,1,1,0,0,0,2,3,20,10,3,0,0,0,14,0,0,0,0,0,0,0,0,18,0,0
SRX22035479,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,1,3,1,3,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0
SRX10336030,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX22884538,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX10335997,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX9805314,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,2,3,1,0,7,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0
ERX4635317,ncbi_nanopore,Enterococcus,faecalis,0,1,2,0,0,0,2,2,7,7,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
GCF_005484525.1,ncbi_complete,Enterococcus,faecalis,0,0,0,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX20598691,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,1,3,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0
DRX313729,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,2,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ERX4639549,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_034642355.1,ncbi_complete,Enterococcus,faecalis,0,0,0,0,0,0,1,3,9,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERX4636192,ncbi_nanopore,Enterococcus,faecalis,0,1,0,0,0,0,1,4,7,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GCF_906464875.1,ncbi_complete,Enterococcus,faecalis,0,0,2,4,0,0,2,3,1,4,0,0,0,0,11,0,0,0,0,0,0,0,0,1,1,0
SRX13219927,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,1,3,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
SRX9805343,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,2,4,1,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
GCF_037482205.1,ncbi_complete,Enterococcus,faecalis,0,1,0,0,0,0,1,3,1,14,20,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0
SRX10336019,ncbi_nanopore,Enterococcus,faecalis,0,1,2,0,0,0,3,4,19,5,3,0,0,0,5,0,0,0,0,0,1,0,0,1,0,1
SRX22035454,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,1,3,0,4,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
GCF_028598965.2,ncbi_complete,Enterococcus,faecalis,0,0,0,0,0,0,3,3,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_033954855.1,ncbi_complete,Enterococcus,faecalis,0,1,0,0,0,0,2,4,6,5,12,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0
GCF_020882035.1,ncbi_complete,Enterococcus,faecalis,0,1,3,1,0,0,2,8,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0
ERX4636241,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,12,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERX4636232,ncbi_nanopore,Enterococcus,faecalis,0,2,0,2,0,0,1,2,4,4,4,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0
ERX4636254,ncbi_nanopore,Enterococcus,faecalis,0,0,2,0,0,0,2,2,1,4,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0
ERX4635820,ncbi_nanopore,Enterococcus,faecalis,0,1,0,0,0,0,1,2,14,5,8,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0
SRX9805244,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GCA_040112865.1,ncbi_complete,Enterococcus,faecalis,0,1,0,0,0,0,1,4,5,4,13,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0
ERX4636164,ncbi_nanopore,Enterococcus,faecalis,0,1,3,0,0,0,4,2,3,7,2,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0
SRX9805472,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,2,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX10335924,ncbi_nanopore,Enterococcus,faecalis,0,0,0,4,0,0,2,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SRX20348150,ncbi_nanopore,Enterococcus,faecalis,0,2,0,0,0,0,1,1,5,7,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
SRX9805266,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
GCF_019222705.1,ncbi_complete,Enterococcus,faecalis,0,0,0,0,0,0,1,3,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
GCF_022691485.1,ncbi_complete,Enterococcus,faecalis,0,1,0,0,0,0,2,4,15,15,8,0,0,0,16,0,0,0,0,0,0,0,0,2,0,1
SRX20348166,ncbi_nanopore,Enterococcus,faecalis,0,2,0,3,0,0,1,2,4,5,4,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0
SRX17962606,ncbi_nanopore,Enterococcus,faecalis,0,0,1,0,0,0,1,4,2,4,37,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
ERX4636251,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
GCF_036279155.1,ncbi_complete,Enterococcus,faecalis,0,0,2,0,0,0,2,3,1,3,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0
GCF_032681025.1,ncbi_complete,Enterococcus,faecalis,0,0,2,1,0,0,2,3,1,2,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0
GCF_000391485.2,ncbi_complete,Enterococcus,faecalis,0,1,2,0,0,0,2,3,6,4,1,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0
SRX9805459,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ERX4635314,ncbi_nanopore,Enterococcus,faecalis,0,0,2,0,0,0,3,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERX4635836,ncbi_nanopore,Enterococcus,faecalis,0,0,3,0,0,0,4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
ERX4635330,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,3,3,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERX4635837,ncbi_nanopore,Enterococcus,faecalis,0,1,0,0,0,0,1,4,20,11,10,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0
GCF_022810805.1,ncbi_complete,Enterococcus,faecalis,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ERX4636217,ncbi_nanopore,Enterococcus,faecalis,0,1,0,0,0,0,4,2,6,6,16,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0
SRX9805392,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,1,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
SRX21255191,ncbi_nanopore,Enterococcus,faecalis,0,0,2,0,0,0,4,3,1,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
GCF_025958785.1,ncbi_complete,Enterococcus,faecalis,0,0,0,0,0,0,2,3,1,2,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1
SRX23443189,ncbi_nanopore,Enterococcus,faecalis,0,1,0,0,0,0,1,4,5,5,13,0,0,0,3,0,0,0,0,0,0,0,0,3,0,1
GCF_033814155.1,ncbi_complete,Enterococcus,faecalis,0,0,2,5,0,0,2,4,4,14,5,0,0,0,18,0,0,0,0,0,0,0,0,2,0,0
SRX10336011,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_029024925.1,ncbi_complete,Enterococcus,faecalis,0,1,0,0,0,0,2,4,6,5,12,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0
ERX4639607,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
GCF_000742975.1,ncbi_complete,Enterococcus,faecalis,0,1,0,0,0,0,1,4,5,4,13,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0
SRX23443187,ncbi_nanopore,Enterococcus,faecalis,0,1,0,0,0,0,1,4,5,5,13,0,0,0,4,0,0,0,0,0,0,0,0,3,0,2
SRX21255194,ncbi_nanopore,Enterococcus,faecalis,0,1,2,0,0,0,2,2,17,4,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0
SRX22883817,ncbi_nanopore,Enterococcus,faecalis,0,4,5,1,0,0,4,5,2,8,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
ERX4639540,ncbi_nanopore,Enterococcus,faecalis,0,6,1,0,0,0,1,2,12,7,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
GCF_028335345.1,ncbi_complete,Enterococcus,faecalis,0,1,0,0,0,0,2,3,6,7,15,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0
GCF_030295445.1,ncbi_complete,Enterococcus,faecalis,0,0,0,0,0,0,1,4,1,1,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0
ERX4635304,ncbi_nanopore,Enterococcus,faecalis,0,1,0,0,0,0,1,3,5,4,11,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
ERX4639551,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,2,2,1,7,9,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
ERX4636160,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,2,3,1,5,6,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0
ERX4636267,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERX4636270,ncbi_nanopore,Enterococcus,faecalis,0,0,1,0,0,0,1,2,1,2,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ERX4636140,ncbi_nanopore,Enterococcus,faecalis,0,1,0,0,0,0,2,3,6,6,12,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0
ERX4636202,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX22035462,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,2,3,2,5,15,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0
GCF_030264755.1,ncbi_complete,Enterococcus,faecalis,0,0,0,0,0,0,1,3,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0
SRX23428967,ncbi_nanopore,Enterococcus,faecalis,0,1,0,0,0,0,2,3,2,8,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ERX4636061,ncbi_nanopore,Enterococcus,faecalis,0,26,3,0,0,0,2,15,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SRX11162324,ncbi_nanopore,Enterococcus,faecalis,0,1,1,0,0,0,1,4,12,8,3,0,0,0,9,0,0,0,0,0,3,0,0,1,0,2
SRX9805305,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,2,2,2,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERX4635796,ncbi_nanopore,Enterococcus,faecalis,0,0,2,2,0,0,2,3,1,3,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0
ERX4639608,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,1,3,2,6,30,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0
GCF_036793375.1,ncbi_complete,Enterococcus,faecalis,0,0,0,0,0,0,1,3,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
GCF_032680925.1,ncbi_complete,Enterococcus,faecalis,0,0,0,1,0,0,2,3,1,2,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0
GCA_016743835.1,ncbi_complete,Enterococcus,faecalis,0,2,0,0,0,0,1,0,5,6,19,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0
SRX9805275,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,2,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ERX4636147,ncbi_nanopore,Enterococcus,faecalis,0,1,0,0,0,0,1,3,4,13,17,0,0,0,6,0,0,0,0,0,1,0,0,3,0,1
GCF_015377745.1,ncbi_complete,Enterococcus,faecalis,0,0,0,0,0,0,2,3,5,7,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
ERX4635327,ncbi_nanopore,Enterococcus,faecalis,0,0,0,1,0,0,1,3,4,8,30,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
ERX4639567,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,1,3,4,2,10,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
ERX4635790,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,2,2,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ERX4635275,ncbi_nanopore,Enterococcus,faecalis,0,1,1,0,0,0,2,2,8,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
SRX10335978,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRX9805440,ncbi_nanopore,Enterococcus,faecalis,0,4,0,0,0,0,1,3,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
GCF_906464925.1,ncbi_complete,Enterococcus,faecalis,0,0,0,0,0,0,2,3,19,3,8,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
ERX4636221,ncbi_nanopore,Enterococcus,faecalis,0,0,2,0,0,0,2,2,1,2,3,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0
ERX4639601,ncbi_nanopore,Enterococcus,faecalis,0,3,0,0,0,0,1,2,4,4,7,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
ERX4636198,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,1,3,7,4,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ERX4635253,ncbi_nanopore,Enterococcus,faecalis,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ERX4636187,ncbi_nanopore,Enterococcus,faecalis,0,0,1,0,0,0,1,4,1,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
